gx,gy,gz,ax,ay,az,label
7633588,122137408,53435112,-13354492,20019532,8979492,0
21877862,11832061,-76412216,-8325195,5085449,7663574,1
-10368702,-1397939,-11748092,-33447264,-13793946,11813965,10
17641222,15770992,-15106871,-214843736,382324232,8359375,1
-45801528,-21374046,-99236648,-12915039,21972656,900634736,0
-9030535,-31656488,3279389,-13256836,-2055664,13132324,1
68015268,3365649,57862596,3088379,-343017568,4951172,10
-22389312,-623969468,-3221374,19555664,-1887207,6887207,10
-1908397,17068702,37580156,-17358398,24780274,87890624,1
19259542,-22206106,-8290076,1809082,-7495117,8696289,10
31175574,8992367,345038168,25195312,-1904297,4165039,10
-19732824,-429771,9641221,-10180664,-366210936,1418457,10
-15267176,9389313,-45801528,-13476562,17089844,9055176,0
79770992,-11076336,15725191,-26123046,3623047,1059082,1
17465648,1761832,-69160308,-1940918,28442384,89208984,1
-2977099,14351145,15267176,-115234376,234375,9057617,0
-2923664,18931298,-16717557,-13183594,16845704,9399414,0
-19549618,-1221374,-185572516,-12841797,-21728516,13979492,10
18862594,5801527,22862594,12841797,-5998535,92041016,1
-6870229,90839692,21374046,-1328125,22949218,8964844,0
-14503818,8015267,-45801528,-125,214843736,9008789,0
98419848,15831298,-9702291,14550781,53710936,12458496,10
28419848,12931297,35267176,-2734375,-6105957,6921387,1
-206106868,7480916,-6870229,-1237793,28564454,90283204,0
-7874809,-869771,11068702,-12451172,-75683592,10471192,10
-142595432,28137406,32427484,-20263672,33984376,73828125,1
-16793894,6870229,-99236648,-12573242,234375,90283204,0
-259542,67175576,-259542,-14038086,1977539,89746092,0
-3221374,-12290076,-24183206,-168457032,32055664,8395996,1
-26717558,412213736,-61068704,-1262207,20263672,90844728,0
3923664,19389312,-14198474,42333984,-19335938,23486328,10
-11358779,-1829771,9160305,-6616211,5029297,1232666,10
-690458,-11444275,-16694656,1303711,-16918946,89086916,10
0,70229008,0,-13720703,20996094,888916,0
-2019084,-11648855,33687024,-13061524,1784668,6447754,1
-2067939,-17305344,32030532,-103027348,2097168,9589844,1
129771,86259544,-99236648,-12646484,1953125,9057617,0
-179389316,2053435,519084,-12158203,253906252,88916016,0
-419847336,6793893,-33587788,-1262207,24902344,9038086,0
11320611,48076336,-89091608,8666992,34887696,1130127,1
58419844,93862592,-1140458,-12988281,15039062,1451416,10
-991145,-9352672,-53816796,-12939453,-48828124,10900879,10
-16030534,78625952,-61068704,-119628904,25878906,891601536,0
-6983206,-759313,-59389316,-26611328,-8911133,8654785,10
-46564884,-28038168,-45969468,-60546876,8154297,10551758,1
6832061,68908392,26335878,49560548,-21972656,9748535,10
-53206104,4083206,-5183206,-44433592,-48583984,704101568,1
-236641232,83206104,-129771,-13842774,28320312,89331052,0
-7361069,-9696947,30648856,-36132812,-8984375,1510498,10
-104419848,-6773283,5954198,-6591797,-13305664,12480469,10
-7633588,778625968,-13740458,-12109375,27832032,88842776,0
-18305344,-86145032,-1908397,208007816,-23657226,5891113,10
-45801528,419847336,-21374046,-12353516,22216796,9038086,0
-27015266,-1710687,-10709924,-4345703,-14233398,12966308,10
-17557252,9465649,-6870229,-13354492,26611328,9030762,0
-9030535,-31656488,3279389,-13256836,-2055664,13132324,1
-22900764,9389313,-99236648,-119628904,1928711,9116211,0
-15267176,10687023,-91603052,-1315918,18554688,91015624,0
13740458,740458,-8396947,-13891602,20996094,89282224,0
47633588,-2501374,228648852,-20,-20,-17358398,1
-86259544,732824436,-78625952,-11352539,25634766,8935547,0
57251908,66412216,-7633588,-114990232,28320312,8937988,0
16351144,406030536,92213748,222412116,-16137696,8078613,10
-17557252,9465649,-6870229,-13354492,26611328,9030762,0
-15267176,793893168,-129771,-13964844,24902344,90722652,0
1908397,7480916,-53435112,-12133789,24658204,90234376,0
-10687023,473282468,7633588,-119384768,2368164,9020996,0
12671756,7172519,18847328,23168946,-14331054,77856448,10
1770229,1361832,40839696,-8520508,246093744,7084961,1
34671756,2819084,-3364122,-84228516,-78125,79052732,1
-15267176,86259544,-129771,-1340332,16113282,90185544,0
-10368702,-1397939,-11748092,-33447264,-13793946,11813965,10
-14503818,15877863,-99236648,-12402344,21240234,8925781,0
6870229,7099237,6870229,-12939453,26367188,90405272,0
19603054,234427484,3850382,-33691408,-28222656,952148432,1
-49549616,-50839696,-53206104,9423828,-1652832,9169922,10
-20954198,-61679388,16274808,25756836,-17773438,3486328,10
6870229,7099237,6870229,-12939453,26367188,90405272,0
17465648,1761832,-69160308,-1940918,28442384,89208984,1
114503816,8854962,-6870229,-12841797,2709961,90283204,0
-1610687,2221374,8396947,-123046872,24169922,90234376,0
-32961834,-9501527,-51679388,8081055,-53466796,9074707,10
-18396946,-3610687,-2038168,-1315918,17333984,907959,0
-13740458,45038168,-16030534,-13842774,26123046,8979492,0
-48755724,-49099236,-39305344,19384766,-27954102,7307129,10
-1908397,519084,-259542,-12768554,25878906,9013672,0
112229,11480916,-1778626,-1784668,10253906,12087402,1
-54732824,11794656,-2712977,2277832,-3100586,213867184,10
45801528,-83206104,-9541985,-11694336,29785156,8935547,0
529771,-30015266,-40137404,-14038086,11254883,9226074,1
-236641232,4961832,17557252,-12548828,253906252,89697268,0
21374046,23061832,-3414504,-5317383,9001465,3557129,1
42160304,769313,57557252,1015625,-23632812,1302002,10
11282443,53969464,12343512,-45410156,-6640625,12641602,10
-16793894,58778624,-30534352,-13354492,18798828,8979492,0
-61068704,71755732,-14503818,-13574219,1953125,8984375,0
21450382,-9106871,-9103053,-18701172,-9206543,15009766,1
-31717558,-3378626,70,-16357422,-16064453,1135498,10
7633588,8091603,61068704,-14086914,17089844,9033203,0
-7778626,-149007632,-20862594,-9667969,-83496092,9172363,1
53549616,43251908,10152672,1303711,-32348632,9873047,10
-122137408,793893168,-229007632,-13671875,24414062,898681664,0
-114503816,8396947,-7633588,-1274414,20507812,90649416,0
-3923664,23587788,-45801528,-12060547,2319336,9069824,0
-10175572,-59007636,14572519,-25073242,-222656252,8935547,1
58702292,13992367,4210687,-3371582,3791504,8015137,1
1667939,25473282,-40610684,9765625,-1105957,12253418,10
-114503816,29007636,221374052,-12475586,1977539,89990232,0
6416031,5351145,2561832,-49072264,-38745116,14006348,10
-7252672,-10455725,-45343512,34179688,-99853512,9975586,10
-30839694,870229,-3816794,-13623047,14892578,8876953,0
-36267172,-8423664,8519084,7348633,9082031,11694336,10
-6870229,473282468,-30534352,-1340332,214843736,8989258,0
5314504,56748092,60076336,-3491211,-2043457,13066406,10
-47229008,-8131298,-67099236,25927734,-29638672,59228516,10
-2129771,10114504,-22091602,-8496094,-27148438,11125488,1
-15320611,3572519,-50229008,49780272,-31591796,5444336,10
-1167939,-2977099,-6870229,-12866211,22949218,907714832,0
-91603052,977099264,-6870229,-13574219,20263672,88916016,0
3383206,-13755725,18213742,-40527344,9106445,13813476,10
5264122,29282442,12335877,4638672,-7470703,13696289,10
14405344,-8419084,-43129772,-20947266,-2709961,10964356,1
-62221376,-10321374,-16458016,11328125,-6762695,10102539,10
-61068704,71755732,-14503818,-13574219,1953125,8984375,0
390,38091604,71221376,253906252,-17089844,11132812,10
40458016,8396947,-10687023,-109375,22705078,90722652,0
2870229,20832062,-9396947,-43701172,-2434082,14614258,10
-30480917,-5664122,12717557,-16333008,-1262207,13381348,10
-114503816,8854962,-129771,-12207031,2319336,8984375,0
14656489,15801526,648855,-13330078,17822266,91064456,0
-229007632,6183206,15267176,-13989258,1928711,900634736,0
-16030534,488549632,-15267176,-123046872,29541016,8967285,0
53435112,67175576,15267176,-12988281,16845704,9001465,0
2032061,8541985,-228015268,-16748047,43969728,8117676,1
-13819084,-18767176,-18412214,61035156,-63964844,11386719,10
-10687023,8167939,-61068704,-12475586,28320312,9042969,0
45801528,9847328,-3129771,-11816406,21972656,8996582,0
129771,519084,-206106868,-123046872,2319336,8991699,0
-10687023,8778626,-91603052,-1352539,20507812,8979492,0
14405344,-8419084,-43129772,-20947266,-2709961,10964356,1
-480916032,389312984,-183206116,-13696289,19042968,90722652,0
20076336,-259542,-99236643,-11279297,2734375,900634736,0
22137404,-48320612,-41351148,-14282226,-12451172,9494629,1
-2501374,-94259544,-2501374,-8149414,10073242,-30517578,1
-13740458,71755732,99236648,-13183594,175781252,8996582,0
-10267176,-7375572,-10503817,44799804,-36450196,70581052,10
7633588,122137408,53435112,-13354492,20019532,8979492,0
-46564884,-28038168,-45969468,-60546876,8154297,10551758,1
3687023,-15427481,-62366416,-766601536,-14331054,16850586,10
-142595432,28137406,32427484,-20263672,33984376,73828125,1
-26717558,9236641,-22900764,-12915039,24169922,9042969,0
-6854962,-4767939,-8633588,36987304,-14379883,68774416,10
-229007632,13740458,-15267176,-14208984,18066406,89331052,0
-4676336,-67862592,-2946565,39257812,-23364258,38745116,10
35114504,6335878,259542,-12670898,20019532,9157715,0
-690458,-11444275,-16694656,1303711,-16918946,89086916,10
-32061068,9160305,-13740458,-12011719,17089844,892334,0
-1776336,-20351144,-8137404,388916,-3010254,396484384,10
-124458016,-1389313,-11992367,1977539,34179688,6542969,10
-54862596,-8321374,-10351145,9643555,-38842772,74731448,10
57251908,66412216,-7633588,-114990232,28320312,8937988,0
-6870229,6870229,-5496183,-11035156,36621092,885498064,0
8396947,488549632,-129771,-12451172,1928711,89819336,0
366412232,182442752,-6870229,-12207031,25634766,907714832,0
-14503818,8015267,-45801528,-125,214843736,9008789,0
0,6335878,-30534352,-14038086,20996094,8947754,0
-13001528,-16267176,-23909924,-732421868,11628418,9736328,1
-16793894,6870229,-99236648,-12573242,234375,90283204,0
-3414504,-42091604,-10541985,-8056641,-12036133,1119873,10
1167939,-18091604,14198474,-11401367,2709961,91552732,0
236641232,9465649,-366412232,-12231445,26367188,8947754,0
-18580152,-43931296,-6328244,-63476564,-25463868,10610352,10
-17557252,9465649,-6870229,-13354492,26611328,9030762,0
-122137408,793893168,-229007632,-13671875,24414062,898681664,0
10687023,78625952,61068704,-12817383,28076172,8977051,0
-6870229,10229008,7633588,-13574219,25146484,891601536,0
498854968,6151145,-35877864,-18310546,-5834961,14179688,10
-183206116,5954198,7633588,-11425781,25146484,89501952,0
-26717558,9236641,-22900764,-12915039,24169922,9042969,0
-1221374,-1740458,-11832061,-12915039,20507812,89208984,0
-27312976,-41603056,79541984,2697754,-16430664,1694336,10
-21503816,-78900768,-11364886,-56152344,-167968752,1001709,1
-1167939,-2977099,-6870229,-12866211,22949218,907714832,0
-8396947,1038168,-6870229,-13574219,175781252,8984375,0
-18580152,-43931296,-6328244,-63476564,-25463868,10610352,10
-23435114,2206107,178625952,-115722652,2709961,9187012,0
-5532061,-8612214,-38625954,115234376,-1665039,838134768,10
-50580156,-8719084,354961832,-1953125,7739258,11447754,10
20595418,-13656488,-21068702,-11035156,45654296,8803711,0
3816794,34580152,-610687,-10864258,30517578,8937988,0
-244274816,778625968,-1908397,-13061524,16601562,89990232,0
687022932,-10305344,-14832061,-12207031,-22387696,11430664,1
-1908397,9236641,45801528,-13769531,18066406,8964844,0
362595432,-3740458,22671756,-1081543,38085936,91967776,0
1340458,5385496,19305344,3034668,-478027336,381835936,10
-15267176,9389313,-45801528,-13476562,17089844,9055176,0
-198473292,778625968,-259542,-13793946,25634766,88842776,0
-9757252,-818855,15053435,-12670898,-25390624,182617184,10
-13452672,-879313,-22335878,-26855468,-1105957,10991211,10
-16793894,221374052,-15267176,-1315918,24169922,8959961,0
5520611,7912977,28854962,1928711,-12011719,13498535,10
13322138,10525191,30450382,-114990232,-7543945,1911377,10
10610686,-49923664,-40839696,-14208984,107421868,89038088,0
-7874809,-869771,11068702,-12451172,-75683592,10471192,10
-104419848,-6773283,5954198,-6591797,-13305664,12480469,10
-81778624,-108183208,-58015264,-78125,17919922,945068336,10
473282468,54198476,-221374052,-119628904,2368164,8972168,0
-7252672,-10455725,-45343512,34179688,-99853512,9975586,10
-6474809,-9848855,-19007634,26464844,-2763672,5656738,10
-61068704,10610686,-45801528,-125,2758789,8930664,0
362595432,-3740458,22671756,-1081543,38085936,91967776,0
17557252,83206104,10610686,-118896488,22460938,8935547,0
57251908,66412216,-7633588,-114990232,28320312,8937988,0
22900764,8549618,-8396947,-12988281,2368164,8952637,0
8007633,18778626,-7735878,61035156,-13598633,9172363,1
-15961832,77709923,4274809,-10961914,20507812,9746094,0
70839692,-214809168,21328246,-10546875,-2199707,15419922,10
-15267176,10687023,-91603052,-1315918,18554688,91015624,0
-343511468,55725192,-16793894,-12207031,2709961,9020996,0
-15267176,10687023,-91603052,-1315918,18554688,91015624,0
117816792,9605344,6412214,-19458008,104003908,16374512,10
-16030534,488549632,-15267176,-123046872,29541016,8967285,0
-32061068,9160305,-13740458,-12011719,17089844,892334,0
2832061,-46183204,-530229,16137696,-17700196,8977051,1
34671756,2819084,-3364122,-84228516,-78125,79052732,1
-5523664,-63412212,-12648855,336425784,-20092774,38842772,10
516030536,5035878,740458,-11279297,-9814453,16108398,10
-1776336,-20351144,-8137404,388916,-3010254,396484384,10
-1610687,2221374,8396947,-123046872,24169922,90234376,0
-129771,4961832,-1908397,-13012696,28808594,8952637,0
-2501374,51954196,19674046,-76171868,1078125,61694336,1
20610688,21984732,4480916,-16064453,-24291992,11704102,1
5970229,7019847,-4249618,-5810547,-20092774,7783203,1
-8131298,-15078626,-18396946,-6542969,-14282226,12546387,10
-1167939,-2977099,-6870229,-12866211,22949218,907714832,0
22900764,6946565,53435112,-12084961,2734375,904785136,0
23267176,-689313,14893129,-11791992,-18823242,1427002,10
-32824428,83206104,-3129771,-12963867,21972656,9030762,0
8294656,4383206,17328246,26855468,-5493164,11726074,10
102771,-36732828,-52541984,-9667969,11484375,115478516,1
-83206104,-8244275,1519084,-11206055,3491211,8913574,0
6870229,77099232,198473292,-13085938,2734375,9008789,0
-229007632,6183206,15267176,-13989258,1928711,900634736,0
-42755724,429771,6082443,-2902832,396484384,85595704,1
-58778624,13206106,-32824428,-1237793,28320312,89501952,0
-2074809,1889313,127786252,3166504,-20922852,6491699,10
24580152,-2193893,-38664124,-24902344,-2277832,8234863,1
-83206104,-8244275,1519084,-11206055,3491211,8913574,0
57633584,27312976,921374,22973633,-8569336,7751465,10
30946566,71175576,55419844,404541032,-33520508,40625,10
13488549,8244275,-320229,-14794922,175537108,90722652,1
47633588,-2501374,228648852,-20,-20,-17358398,1
-41076336,-7570992,-32587788,25585938,-2590332,3474121,10
229007632,8167939,-6870229,-13647461,22216796,89404296,0
15816793,10557252,57251908,-15332031,57421876,10671387,1
-29412214,-10992366,35389312,-182617184,12060547,907714832,1
11717557,9732824,4017557,-43945312,-22583008,10437012,1
-9198473,400229,9435115,41992188,-28686524,27416992,10
-9198473,400229,9435115,41992188,-28686524,27416992,10
2667939,-244274816,-71419848,-24414062,-31689452,707031236,1
-13671756,18290078,17709922,2927246,-1730957,11767578,10
-4114504,23816792,-473282468,-14331054,732421868,9250488,0
-31603052,20648856,43610688,-1730957,-4182129,87280268,1
236641232,9465649,-366412232,-12231445,26367188,8947754,0
-13412213,-2501374,-100229,-7084961,-20,1999939,1
99236648,5038168,15267176,-125,214843736,89941408,0
20549618,54717556,758015236,21362304,-25854492,8659668,10
-17557252,83206104,114503816,-1274414,24169922,894531264,0
10122137,-1732061,-49847324,-7861328,24072266,60180664,1
-2689313,-3931298,779389336,36547852,-6689453,58081052,10
-343511468,55725192,-16793894,-12207031,2709961,9020996,0
91603052,-473282468,-198473292,-12524414,34423828,90722652,0
2667939,-244274816,-71419848,-24414062,-31689452,707031236,1
-53206104,4083206,-5183206,-44433592,-48583984,704101568,1
-122137408,-229007632,-8396947,-13256836,214843736,8955078,0
-20954198,-61679388,16274808,25756836,-17773438,3486328,10
-4023664,-47625952,-10335877,115478516,-15820312,10158692,10
-5523664,-63412212,-12648855,336425784,-20092774,38842772,10
-29007636,366412232,-67175576,-12207031,18066406,9091797,0
-1908397,17068702,37580156,-17358398,24780274,87890624,1
-10450381,-33587788,13206106,3857422,-2578125,9020996,0
-10687023,473282468,7633588,-119384768,2368164,9020996,0
28832062,7168702,25526718,3659668,-22485352,29541016,10
-9030535,-31656488,3279389,-13256836,-2055664,13132324,1
-9084733,-10224428,-421145032,-10839844,-952148432,12712402,10
-229007632,7557252,-45801528,-1184082,26367188,8935547,0
1908397,7480916,-53435112,-12133789,24658204,90234376,0
1908397,-129771,-91603052,-12597656,214843736,8979492,0
24793894,-19213742,5912214,-191894532,-6225586,11411133,1
44633588,14610687,19931298,-1850586,14135742,15998535,10
15267176,11526718,-8396947,-13183594,24902344,89746092,0
112229,11480916,-1778626,-1784668,10253906,12087402,1
-7633588,11221374,-198473292,-13232422,18554688,898681664,0
2870229,20832062,-9396947,-43701172,-2434082,14614258,10
-16793894,7557252,-1908397,-12670898,21240234,9033203,0
0,0,0,0,0,0,0
46183204,30305342,38549616,-19580078,26123048,11247558,1
7442748,-4351145,-20832062,-28320312,-38256836,13540039,1
4412214,1648855,629771,-6689453,2685547,7536621,1
-9563359,-8940458,-15770992,114746092,-14990234,7380371,10
-9331298,-55755724,-2501374,-27514648,8210449,12573242,1
91603052,229771,-35114504,-1171875,2709961,8955078,0
-51389312,-108091608,-23312976,1418457,-39868164,7956543,10
3816794,16793894,8396947,-118896488,23925782,8894043,0
3816794,16793894,8396947,-118896488,23925782,8894043,0
-9084733,-10224428,-421145032,-10839844,-952148432,12712402,10
-6376336,-729771,-17183206,1665039,-3630371,7297363,10
2076336,40412212,10654962,-34594728,375,82250976,1
-8335877,-2038168,9236641,33129884,-20385742,4802246,10
366412232,182442752,-6870229,-12207031,25634766,907714832,0
10068703,-4587786,-56488548,-122802732,3149414,8659668,0
-8151908,6565649,14480916,-27563476,3618164,84765624,0
-7735114,-12284733,-674809136,24731446,-15063476,49389648,10
-10687023,2519084,15267176,-1159668,22705078,9038086,0
9847328,15512213,17335878,14282226,-3630371,47314452,10
-4512214,-69816792,-14351145,11645508,-11254883,7937012,10
-13452672,-879313,-22335878,-26855468,-1105957,10991211,10
7153435,-41427484,-15862596,-12524414,16601562,88500976,0
206106868,-519084,17557252,-111816408,28564454,89819336,0
-29603054,-6639695,-78625955,175781252,-115234376,12214356,10
-7633588,778625968,-13740458,-12109375,27832032,88842776,0
3816794,34580152,-610687,-10864258,30517578,8937988,0
-14961832,55725192,-25648854,-11352539,16357422,907959,0
-2610687,377099232,-15526717,-29785156,-4638672,16533203,10
6870229,77099232,198473292,-13085938,2734375,9008789,0
-61068704,740458,6870229,-12719726,18310546,89697268,0
-91603052,793893168,-6870229,-13427734,28076172,8996582,0
-221374052,473282468,-122137408,-12182617,29052734,8979492,0
-3816794,10,-61068704,-1262207,2758789,90722652,0
-9198473,400229,9435115,41992188,-28686524,27416992,10
7442748,-4351145,-20832062,-28320312,-38256836,13540039,1
5020611,-11770992,18770992,12963867,63500976,961181632,1
-10854961,8549619,24221374,-2084961,-14526367,10769043,1
-31717558,-3378626,70,-16357422,-16064453,1135498,10
15267176,14274809,221374052,-12036133,29052734,89746092,0
47633588,-2501374,228648852,-20,-20,-17358398,1
6870229,7099237,6870229,-12939453,26367188,90405272,0
473282468,54198476,-221374052,-119628904,2368164,8972168,0
-1459542,1121374,-70,2692871,-13208008,32739258,10
-4076336,46870228,12152672,389892568,-36132812,3486328,10
3832061,24114504,34885496,4519043,-192138668,28930664,10
129771,58778624,-3816794,-12792969,16601562,8947754,0
-13740458,122137408,-22900764,-11376953,28808594,90356448,0
42824424,7564886,16503816,484375,-29077148,14624024,10
70839692,-214809168,21328246,-10546875,-2199707,15419922,10
-9198473,400229,9435115,41992188,-28686524,27416992,10
-2519084,28244276,-2519084,-1340332,2368164,895751936,0
-7633588,15496184,610687,-15185547,48828124,92749024,0
-62221376,-10321374,-16458016,11328125,-6762695,10102539,10
74854968,4551145,42900764,-115722652,-793457,16262207,10
22900764,-58778624,3816794,-13671875,22216796,895751936,0
18778626,-17633588,-86259544,-12353516,29052734,9094238,0
6934351,8147328,-26335878,-122558592,37109376,16333008,10
-19099238,-18076336,-5221374,4404297,-24169922,3474121,10
-15160305,-3455725,-8961832,3857422,-33081056,5354004,10
-129771,40458016,-198473292,-13305664,28320312,9020996,0
15267176,14274809,221374052,-12036133,29052734,89746092,0
17641222,15770992,-15106871,-214843736,382324232,8359375,1
7633588,7480916,-6870229,-13574219,24902344,8874512,0
-129771,4961832,-1908397,-13012696,28808594,8952637,0
-9948855,-115381672,-2057252,-17089844,-7788086,12653808,10
-4265649,-45717556,-11557252,460449232,-36132812,29907228,10
-3221374,-12290076,-24183206,-168457032,32055664,8395996,1
-14503818,5038168,-7633588,-13208008,25878906,90405272,0
-13671756,18290078,17709922,2927246,-1730957,11767578,10
-343511468,55725192,-16793894,-12207031,2709961,9020996,0
23900762,69389316,-51419844,-18310546,-17114258,7722168,1
15267176,14274809,221374052,-12036133,29052734,89746092,0
3816794,16793894,8396947,-118896488,23925782,8894043,0
-8091603,11145039,-40458016,-14013672,22216796,91015624,0
13699237,1599084,43435116,47851564,-29052734,14931641,10
-13671756,18290078,17709922,2927246,-1730957,11767578,10
-15267176,7251908,-53435112,-13476562,19042968,8967285,0
-19099238,-18076336,-5221374,4404297,-24169922,3474121,10
-16076336,-6159542,13938931,-11621094,-1459961,13552246,10
36900764,7621374,-16267176,12939453,-44189452,88427736,10
9908397,10946565,11679389,-15844726,1171875,14196777,10
-6152672,-13244275,-329771,26245116,-27075196,53344724,10
-1160687,-1330229,-152213744,-539550768,-7324219,12033692,10
-7836641,-10200764,-97786252,8984375,-2368164,86816408,10
5617557,10051908,-16030534,10009766,-12719726,12246094,10
4740458,12137405,15534351,-12988281,-21704102,8203125,1
11282443,53969464,12343512,-45410156,-6640625,12641602,10
-221374052,473282468,-122137408,-12182617,29052734,8979492,0
26412212,480916,-33038166,-5126953,-28564452,10332031,1
-31656488,-1748855,78221376,-31982422,79003908,-3251953,1
-62221376,-10321374,-16458016,11328125,-6762695,10102539,10
105259544,16514504,4916794,-183349616,214111332,17434082,10
-21374046,5038168,-2977099,-13134766,2709961,8991699,0
-7633588,778625968,-13740458,-12109375,27832032,88842776,0
32824428,-740458,-10,-119628904,28076172,8967285,0
-244274816,7099237,-30534352,-13476562,20507812,8989258,0
99236648,-6793893,221374052,-12670898,24902344,8952637,0
17465648,1761832,-69160308,-1940918,28442384,89208984,1
-56053436,-51923664,-10343512,3088379,-253906252,7871094,10
10068703,-4587786,-56488548,-122802732,3149414,8659668,0
13699237,1599084,43435116,47851564,-29052734,14931641,10
-129771,14961832,-33587788,-1303711,28320312,89941408,0
-179389316,2053435,519084,-12158203,253906252,88916016,0
-690458,-11444275,-16694656,1303711,-16918946,89086916,10
-16793894,10,-3816794,-1315918,2709961,898681664,0
-4265649,-45717556,-11557252,460449232,-36132812,29907228,10
-9847328,3885496,-365648868,-949707,-61621092,921875,1
-10885496,28396948,-9236641,-119384768,230957032,7937012,1
206106868,-519084,17557252,-111816408,28564454,89819336,0
100,-4553435,-79694652,207519532,-2841797,8208008,10
-124458016,-1389313,-11992367,1977539,34179688,6542969,10
-10270229,13503816,-180519084,16601562,1999939,95092776,1
3816794,34580152,-610687,-10864258,30517578,8937988,0
-22389312,-623969468,-3221374,19555664,-1887207,6887207,10
8244275,13969466,-2977099,-13745117,22949218,89086916,0
-2501374,4452672,-20022902,342041032,1999939,10793457,1
13699237,1599084,43435116,47851564,-29052734,14931641,10
15473283,-171755732,-37809164,-1628418,3737793,890625,1
66564884,-16969466,9854961,-1027832,15625,16992188,10
-46488548,-13732824,-39671756,-1616211,40771484,7993164,1
-1908397,8015267,-53435112,-13500976,20751954,8967285,0
56625952,10098473,61984736,27172852,-18969726,5817871,10
-13503817,4308397,6129771,-14282226,2644043,98828125,1
-244274816,778625968,-1908397,-13061524,16601562,89990232,0
7633588,8091603,61068704,-14086914,17089844,9033203,0
-10458015,440458,2476336,-1887207,30273438,900634736,1
-54732824,11794656,-2712977,2277832,-3100586,213867184,10
-31603052,20648856,43610688,-1730957,-4182129,87280268,1
54198476,3820611,15351145,50878908,-32885742,14257812,10
-16030534,55725192,-27480916,-13769531,22216796,8930664,0
129771,86259544,-99236648,-12646484,1953125,9057617,0
-3053435,5496183,-3816794,-12231445,21728516,90283204,0
-4038168,-32870228,48312976,-2055664,43359376,6965332,1
-13740458,236641232,-2519084,-10522461,27832032,89501952,0
-2091603,19770992,-15725191,-11035156,3857422,86694332,0
-31603052,20648856,43610688,-1730957,-4182129,87280268,1
-396946584,-26717558,-15267176,-119384768,21728516,9067383,0
1908397,-129771,-91603052,-12597656,214843736,8979492,0
12137405,-10961832,-9282443,-26635742,57177732,7001953,1
362595432,-3740458,22671756,-1081543,38085936,91967776,0
21374046,23061832,-3414504,-5317383,9001465,3557129,1
-14961832,55725192,-25648854,-11352539,16357422,907959,0
-55725192,-15648855,54885496,-13183594,11962891,9328613,0
-61068704,71755732,-14503818,-13574219,1953125,8984375,0
-45129772,-7233588,-396946584,37231444,-406005868,704101568,10
-999313,-8668702,-11152672,3857422,183105468,12106934,10
-1908397,9236641,45801528,-13769531,18066406,8964844,0
-41076336,-7570992,-32587788,25585938,-2590332,3474121,10
-13412213,-2501374,-100229,-7084961,-20,1999939,1
117816792,9605344,6412214,-19458008,104003908,16374512,10
-6880916,-7865649,-54290076,36132812,-18603516,9074707,10
13740458,-9541985,-8091603,-15136719,-10498047,92871096,0
-122137408,77099232,-259542,-13256836,21240234,89331052,0
-124458016,-1389313,-11992367,1977539,34179688,6542969,10
7739695,5710687,14282443,-9790039,-20458984,13300781,10
-17557252,83206104,114503816,-1274414,24169922,894531264,0
28396948,-31755726,-73511452,-14941406,43359376,79541016,1
396946584,732824436,-343511468,-1159668,36132812,8989258,0
-6680153,-10187023,-37633588,-1538086,14160156,11982422,10
28419848,12931297,35267176,-2734375,-6105957,6921387,1
-4676336,-67862592,-2946565,39257812,-23364258,38745116,10
-16030534,10458015,-32824428,-13842774,22460938,89624024,0
-41076336,-7570992,-32587788,25585938,-2590332,3474121,10
1667939,25473282,-40610684,9765625,-1105957,12253418,10
-26526718,1478626,-13473283,-23339844,6567383,6665039,1
-91603052,793893168,-6870229,-13427734,28076172,8996582,0
0,70229008,0,-13720703,20996094,888916,0
-7767175,-9768702,-34580152,1496582,-13500976,7558594,10
-7296183,-13457252,-20564886,20214844,-365722668,67456056,10
-2501374,4452672,-20022902,342041032,1999939,10793457,1
11366412,60305344,-25419848,-8496094,45043944,89501952,1
10687023,-14687023,-5393893,-15161133,-28100586,9260254,1
-17946566,72290077,3432061,-8544922,15161133,10083008,1
61068704,7099237,-122137408,-12670898,22460938,89697268,0
-28244276,26793892,-236641232,-118652344,28076172,90185544,0
-3816794,10,-61068704,-1262207,2758789,90722652,0
-45160304,-49007632,-65648852,-45898436,-72753908,10344238,10
473282468,28854962,14503818,-13061524,24902344,8845215,0
-12683206,-57816796,-10007633,703125,-24121094,-38916016,10
20076336,-259542,-99236643,-11279297,2734375,900634736,0
-236641232,83206104,-129771,-13842774,28320312,89331052,0
15335877,5172519,34221376,-190673832,29882812,80737304,1
10687023,7480916,-91603052,-1315918,31982422,904785136,0
6416031,5351145,2561832,-49072264,-38745116,14006348,10
-2676336,-5450382,-7366412,30444336,-690918,60839844,10
-20992368,-1278626,-16358778,-12866211,-27783204,14584961,10
-72419848,-8289313,-1606107,19335938,-13916016,7763672,10
-8396947,6183206,-206106868,-13964844,14892578,89819336,0
-59564884,-35648852,51679388,2590332,-25952148,5666504,10
-29740458,-12122137,3740458,3347168,-1586914,34765624,10
-20045802,1767939,7033588,-10546875,9838867,92456056,1
-24854962,-23984734,-40458016,-13671875,51757812,13728027,10
-47419844,-55312976,-17587786,4519043,-29858398,13427734,10
-19549618,-1221374,-185572516,-12841797,-21728516,13979492,10
-229007632,6183206,15267176,-13989258,1928711,900634736,0
